(base) tsp330@TSP330-PC:~/Pytorch-Handwritten-Mathematical-Expression-Recognition$ python3 Train.py
total words/phones 112
total  8359 batch data loaded
ignore 476 images
total  925 batch data loaded
ignore 61 images
epoch is 0, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 1.436%, running_loss is 94.721869
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 33.018%, running_loss is 1.087788
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 34.454%, running_loss is 1.067813
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 35.889%, running_loss is 0.779684
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 37.325%, running_loss is 3.112308
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 38.761%, running_loss is 2.514558
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 40.196%, running_loss is 0.670240
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 41.632%, running_loss is 0.767024
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 43.067%, running_loss is 0.609560
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 44.503%, running_loss is 2.015082
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 45.939%, running_loss is 0.474033
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 47.374%, running_loss is 0.587170
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 48.810%, running_loss is 0.559872
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 50.245%, running_loss is 6.327267
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 51.681%, running_loss is 0.702252
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 53.116%, running_loss is 4.063041
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 54.552%, running_loss is 1.147627
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 55.988%, running_loss is 0.890373
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 57.423%, running_loss is 0.788625
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 58.859%, running_loss is 3.607010
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 60.294%, running_loss is 0.761287
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 61.730%, running_loss is 0.581849
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 63.165%, running_loss is 0.851714
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 64.601%, running_loss is 0.817524
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 66.037%, running_loss is 3.048312
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 67.472%, running_loss is 0.827400
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 68.908%, running_loss is 1.007300
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 70.343%, running_loss is 0.796926
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 71.779%, running_loss is 3.120459
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 73.214%, running_loss is 0.904218
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 74.650%, running_loss is 3.047747
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 76.086%, running_loss is 2.602089
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 77.521%, running_loss is 0.792965
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 78.957%, running_loss is 4.775205
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 80.392%, running_loss is 0.849841
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 81.828%, running_loss is 2.892787
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 83.264%, running_loss is 0.695461
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 84.699%, running_loss is 0.894154
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 86.135%, running_loss is 0.821410
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 87.570%, running_loss is 2.593689
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 89.006%, running_loss is 0.871618
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 90.441%, running_loss is 0.499583
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 91.877%, running_loss is 0.835452
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 93.313%, running_loss is 2.371300
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 94.748%, running_loss is 1.888603
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 96.184%, running_loss is 0.820586
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 97.619%, running_loss is 0.882405
epoch is 28, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 99.055%, running_loss is 0.866949
epoch is 28, the whole loss is 1.495690
Now, begin testing!!
total_line_rec is 316
wer is 0.20324
sacc is 0.34199
whole loss is 0.00000
0.341991341991342
saving the model....
encoder_lr0.00010_GN_te1_d05_SGD_bs6_mask_conv_bn_b_xavier.pkl
done
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 1.436%, running_loss is 2.010321
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 2.871%, running_loss is 0.677998
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 4.307%, running_loss is 0.735845
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 5.742%, running_loss is 0.734292
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 7.178%, running_loss is 0.555888
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 8.613%, running_loss is 0.445986
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 10.049%, running_loss is 0.580522
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 11.485%, running_loss is 0.532667
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 12.920%, running_loss is 2.683507
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 14.356%, running_loss is 0.724244
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 15.791%, running_loss is 1.696099
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 17.227%, running_loss is 0.809006
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 18.663%, running_loss is 2.599486
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 20.098%, running_loss is 0.694360
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 21.534%, running_loss is 0.461217
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 22.969%, running_loss is 0.566523
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 24.405%, running_loss is 2.269223
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 25.840%, running_loss is 0.514241
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 27.276%, running_loss is 1.679992
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 28.712%, running_loss is 2.242770
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 30.147%, running_loss is 0.571054
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 31.583%, running_loss is 0.636565
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 33.018%, running_loss is 0.404639
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 34.454%, running_loss is 0.643913
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 35.889%, running_loss is 2.240754
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 37.325%, running_loss is 2.548703
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 38.761%, running_loss is 0.579295
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 40.196%, running_loss is 0.416703
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 41.632%, running_loss is 2.120865
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 43.067%, running_loss is 0.597691
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 44.503%, running_loss is 0.631715
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 45.939%, running_loss is 0.443514
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 47.374%, running_loss is 2.929333
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 48.810%, running_loss is 0.336509
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 50.245%, running_loss is 0.422960
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 51.681%, running_loss is 0.576485
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 53.116%, running_loss is 4.163460
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 54.552%, running_loss is 0.763851
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 55.988%, running_loss is 0.545307
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 57.423%, running_loss is 0.587847
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 58.859%, running_loss is 0.618198
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 60.294%, running_loss is 0.601328
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 61.730%, running_loss is 2.439390
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 63.165%, running_loss is 2.142248
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 64.601%, running_loss is 0.785336
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 66.037%, running_loss is 0.573957
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 67.472%, running_loss is 0.652841
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 68.908%, running_loss is 3.710510
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 70.343%, running_loss is 0.617564
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 71.779%, running_loss is 0.444045
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 73.214%, running_loss is 0.371817
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 74.650%, running_loss is 2.723706
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 76.086%, running_loss is 2.604233
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 77.521%, running_loss is 0.578865
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 78.957%, running_loss is 0.741108
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 80.392%, running_loss is 2.186483
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 81.828%, running_loss is 0.662945
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 83.264%, running_loss is 0.283363
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 84.699%, running_loss is 0.462846
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 86.135%, running_loss is 0.346211
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 87.570%, running_loss is 0.517975
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 89.006%, running_loss is 0.439138
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 90.441%, running_loss is 2.619775
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 91.877%, running_loss is 0.552708
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 93.313%, running_loss is 0.783542
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 94.748%, running_loss is 0.416479
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 96.184%, running_loss is 3.982805
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 97.619%, running_loss is 2.156070
epoch is 29, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 99.055%, running_loss is 3.306586
epoch is 29, the whole loss is 1.201542
Now, begin testing!!
total_line_rec is 278
wer is 0.22411
sacc is 0.30087
whole loss is 0.00000
the best is 0.341991
the loss is bigger than before,so do not save the model
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 1.436%, running_loss is 3.888608
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 2.871%, running_loss is 2.274944
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 4.307%, running_loss is 0.325713
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 5.742%, running_loss is 2.107848
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 7.178%, running_loss is 0.448588
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 8.613%, running_loss is 0.645509
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 10.049%, running_loss is 0.710587
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 11.485%, running_loss is 1.687291
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 12.920%, running_loss is 0.724046
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 14.356%, running_loss is 0.807410
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 15.791%, running_loss is 1.572343
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 17.227%, running_loss is 0.582903
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 18.663%, running_loss is 0.411499
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 20.098%, running_loss is 2.123509
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 21.534%, running_loss is 3.453089
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 22.969%, running_loss is 0.542446
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 24.405%, running_loss is 0.522317
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 25.840%, running_loss is 0.677588
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 27.276%, running_loss is 2.640388
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 28.712%, running_loss is 0.584672
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 30.147%, running_loss is 0.304155
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 31.583%, running_loss is 0.614247
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 33.018%, running_loss is 2.797820
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 34.454%, running_loss is 0.283456
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 35.889%, running_loss is 6.145743
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 37.325%, running_loss is 2.437153
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 38.761%, running_loss is 0.367911
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 40.196%, running_loss is 2.344720
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 41.632%, running_loss is 2.618847
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 43.067%, running_loss is 0.549346
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 44.503%, running_loss is 0.671366
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 45.939%, running_loss is 0.431167
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 47.374%, running_loss is 0.498918
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 48.810%, running_loss is 2.276833
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 50.245%, running_loss is 0.746696
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 51.681%, running_loss is 2.878370
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 53.116%, running_loss is 0.413887
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 54.552%, running_loss is 0.384485
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 55.988%, running_loss is 0.456792
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 57.423%, running_loss is 0.571280
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 58.859%, running_loss is 0.460911
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 60.294%, running_loss is 0.525781
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 61.730%, running_loss is 0.618254
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 63.165%, running_loss is 2.047820
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 64.601%, running_loss is 0.442273
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 66.037%, running_loss is 0.563759
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 67.472%, running_loss is 2.855418
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 68.908%, running_loss is 0.561442
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 70.343%, running_loss is 0.577993
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 71.779%, running_loss is 0.607848
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 73.214%, running_loss is 0.338750
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 74.650%, running_loss is 3.220335
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 76.086%, running_loss is 0.640840
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 77.521%, running_loss is 0.592705
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 78.957%, running_loss is 0.454937
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 80.392%, running_loss is 0.451981
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 81.828%, running_loss is 0.336898
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 83.264%, running_loss is 0.503925
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 84.699%, running_loss is 0.580415
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 86.135%, running_loss is 0.414162
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 87.570%, running_loss is 0.526142
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 89.006%, running_loss is 3.062826
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 90.441%, running_loss is 0.779253
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 91.877%, running_loss is 2.467325
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 93.313%, running_loss is 1.152417
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 94.748%, running_loss is 1.055558
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 96.184%, running_loss is 1.078966
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 97.619%, running_loss is 2.298215
epoch is 30, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 99.055%, running_loss is 0.588595
epoch is 30, the whole loss is 1.210627
Now, begin testing!!
total_line_rec is 298
wer is 0.21426
sacc is 0.32251
whole loss is 0.00000
the best is 0.341991
the loss is bigger than before,so do not save the model
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 1.436%, running_loss is 2.159160
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 2.871%, running_loss is 2.153332
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 4.307%, running_loss is 0.789830
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 5.742%, running_loss is 1.882002
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 7.178%, running_loss is 1.859885
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 8.613%, running_loss is 2.034136
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 10.049%, running_loss is 0.662788
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 11.485%, running_loss is 2.288292
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 12.920%, running_loss is 0.859603
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 14.356%, running_loss is 0.615580
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 15.791%, running_loss is 2.579732
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 17.227%, running_loss is 0.377931
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 18.663%, running_loss is 1.654699
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 20.098%, running_loss is 0.724256
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 21.534%, running_loss is 0.418836
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 22.969%, running_loss is 0.768078
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 24.405%, running_loss is 0.701454
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 25.840%, running_loss is 0.506038
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 27.276%, running_loss is 4.436689
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 28.712%, running_loss is 0.901885
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 30.147%, running_loss is 0.788391
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 31.583%, running_loss is 0.671065
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 33.018%, running_loss is 1.062395
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 34.454%, running_loss is 0.587817
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 35.889%, running_loss is 0.787472
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 37.325%, running_loss is 0.847868
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 38.761%, running_loss is 1.642222
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 40.196%, running_loss is 2.596970
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 41.632%, running_loss is 0.620080
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 43.067%, running_loss is 0.632652
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 44.503%, running_loss is 4.214181
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 45.939%, running_loss is 2.522269
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 47.374%, running_loss is 0.552611
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 48.810%, running_loss is 0.444406
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 50.245%, running_loss is 0.830703
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 51.681%, running_loss is 2.482846
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 53.116%, running_loss is 0.594439
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 54.552%, running_loss is 2.421349
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 55.988%, running_loss is 2.420998
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 57.423%, running_loss is 3.131179
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 58.859%, running_loss is 3.194481
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 60.294%, running_loss is 0.625216
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 61.730%, running_loss is 0.464460
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 63.165%, running_loss is 2.578366
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 64.601%, running_loss is 0.402789
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 66.037%, running_loss is 0.399025
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 67.472%, running_loss is 0.691348
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 68.908%, running_loss is 0.649206
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 70.343%, running_loss is 0.773105
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 71.779%, running_loss is 0.406760
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 73.214%, running_loss is 0.517053
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 74.650%, running_loss is 0.326907
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 76.086%, running_loss is 0.301605
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 77.521%, running_loss is 0.554003
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 78.957%, running_loss is 0.492076
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 80.392%, running_loss is 0.360885
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 81.828%, running_loss is 0.531937
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 83.264%, running_loss is 2.111482
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 84.699%, running_loss is 2.279000
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 86.135%, running_loss is 1.132410
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 87.570%, running_loss is 0.698112
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 89.006%, running_loss is 2.080993
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 90.441%, running_loss is 0.924407
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 91.877%, running_loss is 2.281348
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 93.313%, running_loss is 4.029930
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 94.748%, running_loss is 0.677958
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 96.184%, running_loss is 0.451784
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 97.619%, running_loss is 0.513928
epoch is 31, lr rate is 0.00010, te is 1.000, batch_size is 6, loading for 99.055%, running_loss is 0.713510
epoch is 31, the whole loss is 1.283266
Now, begin testing!!
total_line_rec is 301
wer is 0.20780
sacc is 0.32576
